DaytimeStressKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;stress_value;recovery_value;timestamp
user1_daytimestress_20250605_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250605_8;35;65;2025-06-05T15:00:00-04:00
user1_daytimestress_20250606_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250606_1;30;70;2025-06-06T08:00:00-04:00
user1_daytimestress_20250606_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250606_2;35;65;2025-06-06T09:00:00-04:00
user1_daytimestress_20250606_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250606_3;25;75;2025-06-06T10:00:00-04:00
user1_daytimestress_20250606_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250606_4;45;55;2025-06-06T11:00:00-04:00
user1_daytimestress_20250606_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250606_5;55;45;2025-06-06T12:00:00-04:00
user1_daytimestress_20250606_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250606_6;40;60;2025-06-06T13:00:00-04:00
user1_daytimestress_20250606_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250606_7;20;80;2025-06-06T14:00:00-04:00
user1_daytimestress_20250606_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250606_8;15;85;2025-06-06T15:00:00-04:00
user1_daytimestress_20250607_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250607_1;40;60;2025-06-07T08:00:00-04:00
user1_daytimestress_20250607_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250607_2;45;55;2025-06-07T09:00:00-04:00
user1_daytimestress_20250607_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250607_3;35;65;2025-06-07T10:00:00-04:00
user1_daytimestress_20250607_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250607_4;55;45;2025-06-07T11:00:00-04:00
user1_daytimestress_20250607_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250607_5;65;35;2025-06-07T12:00:00-04:00
user1_daytimestress_20250607_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250607_6;50;50;2025-06-07T13:00:00-04:00
user1_daytimestress_20250607_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250607_7;30;70;2025-06-07T14:00:00-04:00
user1_daytimestress_20250607_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250607_8;25;75;2025-06-07T15:00:00-04:00
user1_daytimestress_20250608_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250608_1;35;65;2025-06-08T08:00:00-04:00
user1_daytimestress_20250608_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250608_2;40;60;2025-06-08T09:00:00-04:00
user1_daytimestress_20250608_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250608_3;30;70;2025-06-08T10:00:00-04:00
user1_daytimestress_20250608_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250608_4;50;50;2025-06-08T11:00:00-04:00
user1_daytimestress_20250608_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250608_5;60;40;2025-06-08T12:00:00-04:00
user1_daytimestress_20250608_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250608_6;45;55;2025-06-08T13:00:00-04:00
user1_daytimestress_20250608_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250608_7;25;75;2025-06-08T14:00:00-04:00
user1_daytimestress_20250608_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250608_8;20;80;2025-06-08T15:00:00-04:00
user1_daytimestress_20250609_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250609_1;30;70;2025-06-09T08:00:00-04:00
user1_daytimestress_20250609_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250609_2;35;65;2025-06-09T09:00:00-04:00
user1_daytimestress_20250609_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250609_3;25;75;2025-06-09T10:00:00-04:00
user1_daytimestress_20250609_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250609_4;45;55;2025-06-09T11:00:00-04:00
user1_daytimestress_20250609_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250609_5;55;45;2025-06-09T12:00:00-04:00
user1_daytimestress_20250609_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250609_6;40;60;2025-06-09T13:00:00-04:00
user1_daytimestress_20250609_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250609_7;20;80;2025-06-09T14:00:00-04:00
user1_daytimestress_20250609_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250609_8;15;85;2025-06-09T15:00:00-04:00
user1_daytimestress_20250610_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250610_1;45;55;2025-06-10T08:00:00-04:00
user1_daytimestress_20250610_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250610_2;50;50;2025-06-10T09:00:00-04:00
user1_daytimestress_20250610_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250610_3;40;60;2025-06-10T10:00:00-04:00
user1_daytimestress_20250610_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250610_4;60;40;2025-06-10T11:00:00-04:00
user1_daytimestress_20250610_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250610_5;70;30;2025-06-10T12:00:00-04:00
user1_daytimestress_20250610_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250610_6;55;45;2025-06-10T13:00:00-04:00
user1_daytimestress_20250610_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250610_7;35;65;2025-06-10T14:00:00-04:00
user1_daytimestress_20250610_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250610_8;30;70;2025-06-10T15:00:00-04:00
user1_daytimestress_20250611_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250611_1;25;75;2025-06-11T08:00:00-04:00
user1_daytimestress_20250611_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250611_2;30;70;2025-06-11T09:00:00-04:00
user1_daytimestress_20250611_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250611_3;20;80;2025-06-11T10:00:00-04:00
user1_daytimestress_20250611_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250611_4;40;60;2025-06-11T11:00:00-04:00
user1_daytimestress_20250611_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250611_5;50;50;2025-06-11T12:00:00-04:00
user1_daytimestress_20250611_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250611_6;35;65;2025-06-11T13:00:00-04:00
user1_daytimestress_20250611_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250611_7;15;85;2025-06-11T14:00:00-04:00
user1_daytimestress_20250611_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250611_8;10;90;2025-06-11T15:00:00-04:00
user1_daytimestress_20250612_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250612_1;50;50;2025-06-12T08:00:00-04:00
user1_daytimestress_20250612_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250612_2;55;45;2025-06-12T09:00:00-04:00
user1_daytimestress_20250612_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250612_3;45;55;2025-06-12T10:00:00-04:00
user1_daytimestress_20250612_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250612_4;65;35;2025-06-12T11:00:00-04:00
user1_daytimestress_20250612_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250612_5;75;25;2025-06-12T12:00:00-04:00
user1_daytimestress_20250612_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250612_6;60;40;2025-06-12T13:00:00-04:00
user1_daytimestress_20250612_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250612_7;40;60;2025-06-12T14:00:00-04:00
user1_daytimestress_20250612_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250612_8;35;65;2025-06-12T15:00:00-04:00
user1_daytimestress_20250613_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250613_1;30;70;2025-06-13T08:00:00-04:00
user1_daytimestress_20250613_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250613_2;35;65;2025-06-13T09:00:00-04:00
user1_daytimestress_20250613_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250613_3;25;75;2025-06-13T10:00:00-04:00
user1_daytimestress_20250613_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250613_4;45;55;2025-06-13T11:00:00-04:00
user1_daytimestress_20250613_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250613_5;55;45;2025-06-13T12:00:00-04:00
user1_daytimestress_20250613_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250613_6;40;60;2025-06-13T13:00:00-04:00
user1_daytimestress_20250613_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250613_7;20;80;2025-06-13T14:00:00-04:00
user1_daytimestress_20250613_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250613_8;15;85;2025-06-13T15:00:00-04:00
user1_daytimestress_20250614_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250614_1;40;60;2025-06-14T08:00:00-04:00
user1_daytimestress_20250614_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250614_2;45;55;2025-06-14T09:00:00-04:00
user1_daytimestress_20250614_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250614_3;35;65;2025-06-14T10:00:00-04:00
user1_daytimestress_20250614_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250614_4;55;45;2025-06-14T11:00:00-04:00
user1_daytimestress_20250614_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250614_5;65;35;2025-06-14T12:00:00-04:00
user1_daytimestress_20250614_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250614_6;50;50;2025-06-14T13:00:00-04:00
user1_daytimestress_20250614_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250614_7;30;70;2025-06-14T14:00:00-04:00
user1_daytimestress_20250614_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250614_8;25;75;2025-06-14T15:00:00-04:00
user1_daytimestress_20250615_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250615_1;35;65;2025-06-15T08:00:00-04:00
user1_daytimestress_20250615_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250615_2;40;60;2025-06-15T09:00:00-04:00
user1_daytimestress_20250615_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250615_3;30;70;2025-06-15T10:00:00-04:00
user1_daytimestress_20250615_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250615_4;50;50;2025-06-15T11:00:00-04:00
user1_daytimestress_20250615_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250615_5;60;40;2025-06-15T12:00:00-04:00
user1_daytimestress_20250615_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250615_6;45;55;2025-06-15T13:00:00-04:00
user1_daytimestress_20250615_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250615_7;25;75;2025-06-15T14:00:00-04:00
user1_daytimestress_20250615_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250615_8;20;80;2025-06-15T15:00:00-04:00
user1_daytimestress_20250616_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250616_1;30;70;2025-06-16T08:00:00-04:00
user1_daytimestress_20250616_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250616_2;35;65;2025-06-16T09:00:00-04:00
user1_daytimestress_20250616_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250616_3;25;75;2025-06-16T10:00:00-04:00
user1_daytimestress_20250616_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250616_4;45;55;2025-06-16T11:00:00-04:00
user1_daytimestress_20250616_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250616_5;55;45;2025-06-16T12:00:00-04:00
user1_daytimestress_20250616_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250616_6;40;60;2025-06-16T13:00:00-04:00
user1_daytimestress_20250616_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250616_7;20;80;2025-06-16T14:00:00-04:00
user1_daytimestress_20250616_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250616_8;15;85;2025-06-16T15:00:00-04:00
user1_daytimestress_20250617_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250617_1;45;55;2025-06-17T08:00:00-04:00
user1_daytimestress_20250617_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250617_2;50;50;2025-06-17T09:00:00-04:00
user1_daytimestress_20250617_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250617_3;40;60;2025-06-17T10:00:00-04:00
user1_daytimestress_20250617_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250617_4;60;40;2025-06-17T11:00:00-04:00
user1_daytimestress_20250617_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250617_5;70;30;2025-06-17T12:00:00-04:00
user1_daytimestress_20250617_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250617_6;55;45;2025-06-17T13:00:00-04:00
user1_daytimestress_20250617_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250617_7;35;65;2025-06-17T14:00:00-04:00
user1_daytimestress_20250617_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250617_8;30;70;2025-06-17T15:00:00-04:00
user1_daytimestress_20250618_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250618_1;25;75;2025-06-18T08:00:00-04:00
user1_daytimestress_20250618_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250618_2;30;70;2025-06-18T09:00:00-04:00
user1_daytimestress_20250618_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250618_3;20;80;2025-06-18T10:00:00-04:00
user1_daytimestress_20250618_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250618_4;40;60;2025-06-18T11:00:00-04:00
user1_daytimestress_20250618_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250618_5;50;50;2025-06-18T12:00:00-04:00
user1_daytimestress_20250618_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250618_6;35;65;2025-06-18T13:00:00-04:00
user1_daytimestress_20250618_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250618_7;15;85;2025-06-18T14:00:00-04:00
user1_daytimestress_20250618_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250618_8;10;90;2025-06-18T15:00:00-04:00
user1_daytimestress_20250619_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250619_1;50;50;2025-06-19T08:00:00-04:00
user1_daytimestress_20250619_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250619_2;55;45;2025-06-19T09:00:00-04:00
user1_daytimestress_20250619_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250619_3;45;55;2025-06-19T10:00:00-04:00
user1_daytimestress_20250619_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250619_4;65;35;2025-06-19T11:00:00-04:00
user1_daytimestress_20250619_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250619_5;75;25;2025-06-19T12:00:00-04:00
user1_daytimestress_20250619_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250619_6;60;40;2025-06-19T13:00:00-04:00
user1_daytimestress_20250619_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250619_7;40;60;2025-06-19T14:00:00-04:00
user1_daytimestress_20250619_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250619_8;35;65;2025-06-19T15:00:00-04:00
user1_daytimestress_20250620_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250620_1;30;70;2025-06-20T08:00:00-04:00
user1_daytimestress_20250620_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250620_2;35;65;2025-06-20T09:00:00-04:00
user1_daytimestress_20250620_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250620_3;25;75;2025-06-20T10:00:00-04:00
user1_daytimestress_20250620_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250620_4;45;55;2025-06-20T11:00:00-04:00
user1_daytimestress_20250620_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250620_5;55;45;2025-06-20T12:00:00-04:00
user1_daytimestress_20250620_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250620_6;40;60;2025-06-20T13:00:00-04:00
user1_daytimestress_20250620_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250620_7;20;80;2025-06-20T14:00:00-04:00
user1_daytimestress_20250620_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250620_8;15;85;2025-06-20T15:00:00-04:00
user1_daytimestress_20250621_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250621_1;40;60;2025-06-21T08:00:00-04:00
user1_daytimestress_20250621_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250621_2;45;55;2025-06-21T09:00:00-04:00
user1_daytimestress_20250621_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250621_3;35;65;2025-06-21T10:00:00-04:00
user1_daytimestress_20250621_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250621_4;55;45;2025-06-21T11:00:00-04:00
user1_daytimestress_20250621_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250621_5;65;35;2025-06-21T12:00:00-04:00
user1_daytimestress_20250621_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250621_6;50;50;2025-06-21T13:00:00-04:00
user1_daytimestress_20250621_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250621_7;30;70;2025-06-21T14:00:00-04:00
user1_daytimestress_20250621_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250621_8;25;75;2025-06-21T15:00:00-04:00
user1_daytimestress_20250622_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250622_1;35;65;2025-06-22T08:00:00-04:00
user1_daytimestress_20250622_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250622_2;40;60;2025-06-22T09:00:00-04:00
user1_daytimestress_20250622_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250622_3;30;70;2025-06-22T10:00:00-04:00
user1_daytimestress_20250622_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250622_4;50;50;2025-06-22T11:00:00-04:00
user1_daytimestress_20250622_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250622_5;60;40;2025-06-22T12:00:00-04:00
user1_daytimestress_20250622_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250622_6;45;55;2025-06-22T13:00:00-04:00
user1_daytimestress_20250622_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250622_7;25;75;2025-06-22T14:00:00-04:00
user1_daytimestress_20250622_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250622_8;20;80;2025-06-22T15:00:00-04:00
user1_daytimestress_20250623_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250623_1;30;70;2025-06-23T08:00:00-04:00
user1_daytimestress_20250623_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250623_2;35;65;2025-06-23T09:00:00-04:00
user1_daytimestress_20250623_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250623_3;25;75;2025-06-23T10:00:00-04:00
user1_daytimestress_20250623_4;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250623_4;45;55;2025-06-23T11:00:00-04:00
user1_daytimestress_20250623_5;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250623_5;55;45;2025-06-23T12:00:00-04:00
user1_daytimestress_20250623_6;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250623_6;40;60;2025-06-23T13:00:00-04:00
user1_daytimestress_20250623_7;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250623_7;20;80;2025-06-23T14:00:00-04:00
user1_daytimestress_20250623_8;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250623_8;15;85;2025-06-23T15:00:00-04:00
user1_daytimestress_20250624_1;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250624_1;45;55;2025-06-24T08:00:00-04:00
user1_daytimestress_20250624_2;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250624_2;50;50;2025-06-24T09:00:00-04:00
user1_daytimestress_20250624_3;user-1;user_1;2025-07-01T10:00:00Z;u1_daytimestress_20250624_3;40;60;2025-06-24T10:00:00-04:00
